report,date_range,row_index,query,clicks,impressions,ctr,avg_position
gsc_queries,"Mar 1-Mar 26, 2026",34,gift ai ideas,0,10,0%,89.20
gsc_queries,"Mar 1-Mar 26, 2026",35,gift generator,0,10,0%,82.20
gsc_queries,"Mar 1-Mar 26, 2026",36,gift giving ai,0,10,0%,93.50
gsc_queries,"Mar 1-Mar 26, 2026",37,gift idea ai,0,10,0%,77.60
gsc_queries,"Mar 1-Mar 26, 2026",38,ai gift helper,0,9,0%,85.11
gsc_queries,"Mar 1-Mar 26, 2026",39,ai custom gift,0,8,0%,82.13
gsc_queries,"Mar 1-Mar 26, 2026",40,gift ai finder,0,8,0%,75.88
gsc_queries,"Mar 1-Mar 26, 2026",41,ai powered gift ideas,0,7,0%,79.86
gsc_queries,"Mar 1-Mar 26, 2026",42,ai gift for you,0,6,0%,81.17
gsc_queries,"Mar 1-Mar 26, 2026",43,ai for gift ideas,0,4,0%,84.25
gsc_queries,"Mar 1-Mar 26, 2026",44,ai gift recommender,0,4,0%,92.50
gsc_queries,"Mar 1-Mar 26, 2026",45,best ai gift finder,0,4,0%,78.00
gsc_queries,"Mar 1-Mar 26, 2026",46,gift finder,0,4,0%,93.50
gsc_queries,"Mar 1-Mar 26, 2026",47,present generator,0,4,0%,87.75
gsc_queries,"Mar 1-Mar 26, 2026",48,random gift generator,0,4,0%,83.50
gsc_queries,"Mar 1-Mar 26, 2026",49,ai gift generator for girlfriend,0,3,0%,91.33
gsc_queries,"Mar 1-Mar 26, 2026",50,ai gift generator for her,0,3,0%,85.33
gsc_queries,"Mar 1-Mar 26, 2026",51,birthday gift ai,0,3,0%,90.00
gsc_queries,"Mar 1-Mar 26, 2026",52,christmas present generator,0,3,0%,84.67
gsc_queries,"Mar 1-Mar 26, 2026",53,gift ai bot,0,3,0%,90.00
gsc_queries,"Mar 1-Mar 26, 2026",54,ai powered gift ideas for boyfriend,0,2,0%,87.50
gsc_queries,"Mar 1-Mar 26, 2026",55,be rooted stationery,0,2,0%,61.50
gsc_queries,"Mar 1-Mar 26, 2026",56,best ai gift idea generator for boyfriend,0,2,0%,88.50
gsc_queries,"Mar 1-Mar 26, 2026",57,christmas gift generator,0,2,0%,89.00
gsc_queries,"Mar 1-Mar 26, 2026",58,gift generators,0,2,0%,78.50
gsc_queries,"Mar 1-Mar 26, 2026",59,gift idea finder,0,2,0%,84.50
gsc_queries,"Mar 1-Mar 26, 2026",60,gift idea generator personality,0,2,0%,64.00
gsc_queries,"Mar 1-Mar 26, 2026",61,gift ideas generator,0,2,0%,61.00
gsc_queries,"Mar 1-Mar 26, 2026",62,holiday gift books,0,2,0%,81.00
gsc_queries,"Mar 1-Mar 26, 2026",63,random present generator,0,2,0%,73.50
gsc_queries,"Mar 1-Mar 26, 2026",64,ai for gift ideas for adults,0,1,0%,119.00
gsc_queries,"Mar 1-Mar 26, 2026",65,ai gift ideas for her,0,1,0%,89.00
gsc_queries,"Mar 1-Mar 26, 2026",66,ai gifting,0,1,0%,80.00
gsc_queries,"Mar 1-Mar 26, 2026",67,ai powered gift ideas for christmas,0,1,0%,55.00
gsc_queries,"Mar 1-Mar 26, 2026",68,ai powered gift ideas for girlfriend,0,1,0%,97.00
gsc_queries,"Mar 1-Mar 26, 2026",69,ai+gift+finder,0,1,0%,83.00
gsc_queries,"Mar 1-Mar 26, 2026",70,amazon gifts for home,0,1,0%,54.00
gsc_queries,"Mar 1-Mar 26, 2026",71,amazon gifts for the home,0,1,0%,62.00
gsc_queries,"Mar 1-Mar 26, 2026",72,artificial intelligence gift ideas,0,1,0%,61.00
gsc_queries,"Mar 1-Mar 26, 2026",73,birthday gift generator,0,1,0%,88.00
gsc_queries,"Mar 1-Mar 26, 2026",74,christmas gift idea generator,0,1,0%,77.00
gsc_queries,"Mar 1-Mar 26, 2026",75,generator gift,0,1,0%,84.00
gsc_queries,"Mar 1-Mar 26, 2026",76,gift gen,0,1,0%,75.00
gsc_queries,"Mar 1-Mar 26, 2026",77,gift generator free,0,1,0%,86.00
gsc_queries,"Mar 1-Mar 26, 2026",78,gift idea ai for her,0,1,0%,87.00
gsc_queries,"Mar 1-Mar 26, 2026",79,gift idea generator based on interests,0,1,0%,90.00
gsc_queries,"Mar 1-Mar 26, 2026",80,gift idea generator quiz,0,1,0%,82.00
gsc_queries,"Mar 1-Mar 26, 2026",81,gift picker,0,1,0%,65.00
gsc_queries,"Mar 1-Mar 26, 2026",82,gift suggestion generator,0,1,0%,74.00
gsc_queries,"Mar 1-Mar 26, 2026",83,gifts finder,0,1,0%,98.00
gsc_queries,"Mar 1-Mar 26, 2026",84,grandparent to be gift,0,1,0%,62.00
gsc_queries,"Mar 1-Mar 26, 2026",85,holiday gifts books,0,1,0%,75.00
gsc_queries,"Mar 1-Mar 26, 2026",86,present idea generator,0,1,0%,79.00
gsc_queries,"Mar 1-Mar 26, 2026",87,presents from grandchildren to grandparents,0,1,0%,100.00
gsc_queries,"Apr 9-May 13, 2026",total,Total,0,202,0%,81.08
gsc_queries,"Apr 9-May 13, 2026",1,gift generator,0,24,0%,85.79
gsc_queries,"Apr 9-May 13, 2026",2,gift ai,0,8,0%,86.63
gsc_queries,"Apr 9-May 13, 2026",3,gift idea ai,0,8,0%,79.88
gsc_queries,"Apr 9-May 13, 2026",4,ai gift finder,0,7,0%,80.00
gsc_queries,"Apr 9-May 13, 2026",5,ai gift generator,0,6,0%,76.33
gsc_queries,"Apr 9-May 13, 2026",6,ai gift idea generator,0,6,0%,73.50
gsc_queries,"Apr 9-May 13, 2026",7,christmas present generator,0,6,0%,91.00
gsc_queries,"Apr 9-May 13, 2026",8,best gift generator ai,0,5,0%,81.40
gsc_queries,"Apr 9-May 13, 2026",9,christmas gift generator,0,5,0%,93.40
gsc_queries,"Apr 9-May 13, 2026",10,gift ai finder,0,5,0%,66.00
gsc_queries,"Apr 9-May 13, 2026",11,gift idea generator ai,0,5,0%,70.20
gsc_queries,"Apr 9-May 13, 2026",12,gift selection ai,0,5,0%,80.00
gsc_queries,"Apr 9-May 13, 2026",13,ai gift generator free,0,4,0%,72.25
gsc_queries,"Apr 9-May 13, 2026",14,ai gift ideas generator,0,4,0%,70.50
gsc_queries,"Apr 9-May 13, 2026",15,christmas gift generator ai,0,4,0%,97.75
gsc_queries,"Apr 9-May 13, 2026",16,gift finder,0,4,0%,83.25
gsc_queries,"Apr 9-May 13, 2026",17,gift finder ai,0,4,0%,75.00
gsc_queries,"Apr 9-May 13, 2026",18,gift ideas ai,0,4,0%,83.25
gsc_queries,"Apr 9-May 13, 2026",19,ai gift,0,3,0%,77.00
gsc_queries,"Apr 9-May 13, 2026",20,ai gift idea generator google,0,3,0%,83.33
gsc_queries,"Apr 9-May 13, 2026",21,best ai gift generator,0,3,0%,67.67
gsc_queries,"Apr 9-May 13, 2026",22,birthday gift generator ai,0,3,0%,96.67
gsc_queries,"Apr 9-May 13, 2026",23,gift ai generator,0,3,0%,67.33
gsc_queries,"Apr 9-May 13, 2026",24,gift generator ai,0,3,0%,77.33
gsc_queries,"Apr 9-May 13, 2026",25,gift ideas generator,0,3,0%,75.00
gsc_queries,"Apr 9-May 13, 2026",26,gift suggestion ai,0,3,0%,86.33
gsc_queries,"Apr 9-May 13, 2026",27,perfect gift ai,0,3,0%,87.33
gsc_queries,"Apr 9-May 13, 2026",28,present generator,0,3,0%,88.33
gsc_queries,"Apr 9-May 13, 2026",29,random gift generator,0,3,0%,87.00
gsc_queries,"Apr 9-May 13, 2026",30,$25 office gift ideas,0,2,0%,47.50
gsc_queries,"Apr 9-May 13, 2026",31,ai for gift ideas,0,2,0%,87.50
gsc_queries,"Apr 9-May 13, 2026",32,ai gift finder free,0,2,0%,77.50
gsc_queries,"Apr 9-May 13, 2026",33,ai gift helper,0,2,0%,86.50
gsc_queries,"Apr 9-May 13, 2026",34,ai gift idea generator free,0,2,0%,68.00
gsc_queries,"Apr 9-May 13, 2026",35,ai gift ideas generator for girlfriend,0,2,0%,91.50
gsc_queries,"Apr 9-May 13, 2026",36,ai powered gift ideas,0,2,0%,79.00
gsc_queries,"Apr 9-May 13, 2026",37,amazon gifts for home,0,2,0%,48.00
gsc_queries,"Apr 9-May 13, 2026",38,birthday gift ideas ai,0,2,0%,95.50
gsc_queries,"Apr 9-May 13, 2026",39,gift ai ideas,0,2,0%,85.00
gsc_queries,"Apr 9-May 13, 2026",40,gift finder website,0,2,0%,91.00
gsc_queries,"Apr 9-May 13, 2026",41,gift giving ai,0,2,0%,85.00
gsc_queries,"Apr 9-May 13, 2026",42,gift ia,0,2,0%,94.00
gsc_queries,"Apr 9-May 13, 2026",43,gift idea generator,0,2,0%,75.00
gsc_queries,"Apr 9-May 13, 2026",44,holiday gift books,0,2,0%,83.00
gsc_queries,"Apr 9-May 13, 2026",45,$25 gifts for coworkers,0,1,0%,83.00
gsc_queries,"Apr 9-May 13, 2026",46,2025 gift ideas,0,1,0%,78.00
gsc_queries,"Apr 9-May 13, 2026",47,ai gift idea generator today show,0,1,0%,88.00
gsc_queries,"Apr 9-May 13, 2026",48,ai gift ideas,0,1,0%,72.00
gsc_queries,"Apr 9-May 13, 2026",49,ai gift recommender,0,1,0%,85.00
gsc_queries,"Apr 9-May 13, 2026",50,amazon gifts for the home,0,1,0%,49.00
gsc_queries,"Apr 9-May 13, 2026",51,amazon home gifts,0,1,0%,45.00
gsc_queries,"Apr 9-May 13, 2026",52,be rooted planner,0,1,0%,59.00
gsc_queries,"Apr 9-May 13, 2026",53,best ai gift finder,0,1,0%,127.00
gsc_queries,"Apr 9-May 13, 2026",54,best ai gift idea generator,0,1,0%,77.00
gsc_queries,"Apr 9-May 13, 2026",55,best gift for coworker under $25,0,1,0%,88.00
gsc_queries,"Apr 9-May 13, 2026",56,birthday gift generator,0,1,0%,91.00
gsc_queries,"Apr 9-May 13, 2026",57,christmas gift idea generator,0,1,0%,85.00
gsc_queries,"Apr 9-May 13, 2026",58,christmas gift trends 2025,0,1,0%,88.00
gsc_queries,"Apr 9-May 13, 2026",59,get gift ideas,0,1,0%,99.00
gsc_queries,"Apr 9-May 13, 2026",60,gift generator free,0,1,0%,89.00
gsc_queries,"Apr 9-May 13, 2026",61,gift generators,0,1,0%,88.00
gsc_queries,"Apr 9-May 13, 2026",62,gift helper,0,1,0%,95.00
gsc_queries,"Apr 9-May 13, 2026",63,gift idea generator based on interests,0,1,0%,84.00
gsc_queries,"Apr 9-May 13, 2026",64,gift idea generator personality,0,1,0%,64.00
gsc_queries,"Apr 9-May 13, 2026",65,gift suggestion generator,0,1,0%,76.00
gsc_queries,"Apr 9-May 13, 2026",66,holiday gifts books,0,1,0%,76.00
gsc_queries,"Apr 9-May 13, 2026",67,present idea generator,0,1,0%,78.00
gsc_queries,"Apr 9-May 13, 2026",68,random present generator,0,1,0%,84.00
gsc_queries,"Apr 9-May 13, 2026",69,unique gift ideas ai,0,1,0%,84.00
